07:37:35 | INFO     | log | ====== WebDriver manager ======
07:37:45 | DEBUG    | _make_request | http://localhost:59681 "POST /session/d76b0f4cb67b29258259871ad22e925e/execute/sync HTTP/1.1" 200 0
07:37:45 | DEBUG    | _request | Remote response: status=200 | data={"value":true} | headers=HTTPHeaderDict({'Content-Length': '14', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
07:37:45 | DEBUG    | _request | Finished Request
07:37:45 | DEBUG    | execute | POST http://localhost:59681/session/d76b0f4cb67b29258259871ad22e925e/element/f.0A2238BDD80D13A7587B7FD85790B237.d.FE8DA99B235BA1D1AFFA5E89E19BF36C.e.4/clear {}
07:37:45 | DEBUG    | _make_request | http://localhost:59681 "POST /session/d76b0f4cb67b29258259871ad22e925e/element/f.0A2238BDD80D13A7587B7FD85790B237.d.FE8DA99B235BA1D1AFFA5E89E19BF36C.e.4/clear HTTP/1.1" 200 0
07:37:45 | DEBUG    | _request | Remote response: status=200 | data={"value":null} | headers=HTTPHeaderDict({'Content-Length': '14', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
07:37:45 | DEBUG    | _request | Finished Request
07:37:45 | DEBUG    | execute | POST http://localhost:59681/session/d76b0f4cb67b29258259871ad22e925e/element/f.0A2238BDD80D13A7587B7FD85790B237.d.FE8DA99B235BA1D1AFFA5E89E19BF36C.e.4/value {'text': 'tomsmith', 'value': ['t', 'o', 'm', 's', 'm', 'i', 't', 'h']}
07:37:45 | DEBUG    | _make_request | http://localhost:59681 "POST /session/d76b0f4cb67b29258259871ad22e925e/element/f.0A2238BDD80D13A7587B7FD85790B237.d.FE8DA99B235BA1D1AFFA5E89E19BF36C.e.4/value HTTP/1.1" 200 0
07:37:45 | DEBUG    | _request | Remote response: status=200 | data={"value":null} | headers=HTTPHeaderDict({'Content-Length': '14', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
07:37:45 | DEBUG    | _request | Finished Request
07:37:45 | DEBUG    | execute | POST http://localhost:59681/session/d76b0f4cb67b29258259871ad22e925e/element {'using': 'css selector', 'value': '[id="password"]'}
07:37:45 | DEBUG    | _make_request | http://localhost:59681 "POST /session/d76b0f4cb67b29258259871ad22e925e/element HTTP/1.1" 200 0
07:37:45 | DEBUG    | _request | Remote response: status=200 | data={"value":{"element-6066-11e4-a52e-4f735466cecf":"f.0A2238BDD80D13A7587B7FD85790B237.d.FE8DA99B235BA1D1AFFA5E89E19BF36C.e.5"}} | headers=HTTPHeaderDict({'Content-Length': '125', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
07:37:45 | DEBUG    | _request | Finished Request
07:37:45 | DEBUG    | execute | POST http://localhost:59681/session/d76b0f4cb67b29258259871ad22e925e/execute/sync {'script': '/* isDisplayed */return (function(){return (function(){/*\n\n Copyright The Closure Library Authors.\n ...', 'args': [{'element-6066-11e4-a52e-4f735466cecf': 'f.0A2238BDD80D13A7587B7FD85790B237.d.FE8DA99B235BA1D1AFFA5E89E19BF36C.e.5'}]}
07:37:45 | DEBUG    | _make_request | http://localhost:59681 "POST /session/d76b0f4cb67b29258259871ad22e925e/execute/sync HTTP/1.1" 200 0
07:37:45 | DEBUG    | _request | Remote response: status=200 | data={"value":true} | headers=HTTPHeaderDict({'Content-Length': '14', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
07:37:45 | DEBUG    | _request | Finished Request
07:37:45 | DEBUG    | execute | POST http://localhost:59681/session/d76b0f4cb67b29258259871ad22e925e/element/f.0A2238BDD80D13A7587B7FD85790B237.d.FE8DA99B235BA1D1AFFA5E89E19BF36C.e.5/clear {}
07:37:45 | DEBUG    | _make_request | http://localhost:59681 "POST /session/d76b0f4cb67b29258259871ad22e925e/element/f.0A2238BDD80D13A7587B7FD85790B237.d.FE8DA99B235BA1D1AFFA5E89E19BF36C.e.5/clear HTTP/1.1" 200 0
07:37:45 | DEBUG    | _request | Remote response: status=200 | data={"value":null} | headers=HTTPHeaderDict({'Content-Length': '14', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
07:37:45 | DEBUG    | _request | Finished Request
07:37:45 | DEBUG    | execute | POST http://localhost:59681/session/d76b0f4cb67b29258259871ad22e925e/element/f.0A2238BDD80D13A7587B7FD85790B237.d.FE8DA99B235BA1D1AFFA5E89E19BF36C.e.5/value {'text': 'SuperSecretPassword!', 'value': ['S', 'u', 'p', 'e', 'r', 'S', 'e', 'c', 'r', 'e', 't', 'P', 'a', 's', 's', 'w', 'o', 'r', 'd', '!']}
07:37:45 | DEBUG    | _make_request | http://localhost:59681 "POST /session/d76b0f4cb67b29258259871ad22e925e/element/f.0A2238BDD80D13A7587B7FD85790B237.d.FE8DA99B235BA1D1AFFA5E89E19BF36C.e.5/value HTTP/1.1" 200 0
07:37:45 | DEBUG    | _request | Remote response: status=200 | data={"value":null} | headers=HTTPHeaderDict({'Content-Length': '14', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
07:37:45 | DEBUG    | _request | Finished Request
07:37:45 | DEBUG    | execute | POST http://localhost:59681/session/d76b0f4cb67b29258259871ad22e925e/element {'using': 'css selector', 'value': "button[type='submit']"}
07:37:45 | DEBUG    | _make_request | http://localhost:59681 "POST /session/d76b0f4cb67b29258259871ad22e925e/element HTTP/1.1" 200 0
07:37:45 | DEBUG    | _request | Remote response: status=200 | data={"value":{"element-6066-11e4-a52e-4f735466cecf":"f.0A2238BDD80D13A7587B7FD85790B237.d.FE8DA99B235BA1D1AFFA5E89E19BF36C.e.6"}} | headers=HTTPHeaderDict({'Content-Length': '125', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
07:37:45 | DEBUG    | _request | Finished Request
07:37:45 | DEBUG    | execute | POST http://localhost:59681/session/d76b0f4cb67b29258259871ad22e925e/execute/sync {'script': '/* isDisplayed */return (function(){return (function(){/*\n\n Copyright The Closure Library Authors.\n ...', 'args': [{'element-6066-11e4-a52e-4f735466cecf': 'f.0A2238BDD80D13A7587B7FD85790B237.d.FE8DA99B235BA1D1AFFA5E89E19BF36C.e.6'}]}
07:37:45 | DEBUG    | _make_request | http://localhost:59681 "POST /session/d76b0f4cb67b29258259871ad22e925e/execute/sync HTTP/1.1" 200 0
07:37:45 | DEBUG    | _request | Remote response: status=200 | data={"value":true} | headers=HTTPHeaderDict({'Content-Length': '14', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
07:37:45 | DEBUG    | _request | Finished Request
07:37:45 | DEBUG    | execute | GET http://localhost:59681/session/d76b0f4cb67b29258259871ad22e925e/element/f.0A2238BDD80D13A7587B7FD85790B237.d.FE8DA99B235BA1D1AFFA5E89E19BF36C.e.6/enabled {}
07:37:45 | DEBUG    | _make_request | http://localhost:59681 "GET /session/d76b0f4cb67b29258259871ad22e925e/element/f.0A2238BDD80D13A7587B7FD85790B237.d.FE8DA99B235BA1D1AFFA5E89E19BF36C.e.6/enabled HTTP/1.1" 200 0
07:37:45 | DEBUG    | _request | Remote response: status=200 | data={"value":true} | headers=HTTPHeaderDict({'Content-Length': '14', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
07:37:45 | DEBUG    | _request | Finished Request
07:37:45 | DEBUG    | execute | POST http://localhost:59681/session/d76b0f4cb67b29258259871ad22e925e/element/f.0A2238BDD80D13A7587B7FD85790B237.d.FE8DA99B235BA1D1AFFA5E89E19BF36C.e.6/click {}
07:37:45 | DEBUG    | _make_request | http://localhost:59681 "POST /session/d76b0f4cb67b29258259871ad22e925e/element/f.0A2238BDD80D13A7587B7FD85790B237.d.FE8DA99B235BA1D1AFFA5E89E19BF36C.e.6/click HTTP/1.1" 200 0
07:37:45 | DEBUG    | _request | Remote response: status=200 | data={"value":null} | headers=HTTPHeaderDict({'Content-Length': '14', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
07:37:45 | DEBUG    | _request | Finished Request
07:37:45 | DEBUG    | execute | POST http://localhost:59681/session/d76b0f4cb67b29258259871ad22e925e/element {'using': 'css selector', 'value': '[id="flash"]'}
07:37:45 | DEBUG    | _make_request | http://localhost:59681 "POST /session/d76b0f4cb67b29258259871ad22e925e/element HTTP/1.1" 200 0
07:37:45 | DEBUG    | _request | Remote response: status=200 | data={"value":{"element-6066-11e4-a52e-4f735466cecf":"f.0A2238BDD80D13A7587B7FD85790B237.d.47A69EF6097261E2B70046779246F9D8.e.14"}} | headers=HTTPHeaderDict({'Content-Length': '126', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
07:37:45 | DEBUG    | _request | Finished Request
07:37:45 | DEBUG    | execute | POST http://localhost:59681/session/d76b0f4cb67b29258259871ad22e925e/execute/sync {'script': '/* isDisplayed */return (function(){return (function(){/*\n\n Copyright The Closure Library Authors.\n ...', 'args': [{'element-6066-11e4-a52e-4f735466cecf': 'f.0A2238BDD80D13A7587B7FD85790B237.d.47A69EF6097261E2B70046779246F9D8.e.14'}]}
07:37:45 | DEBUG    | _make_request | http://localhost:59681 "POST /session/d76b0f4cb67b29258259871ad22e925e/execute/sync HTTP/1.1" 200 0
07:37:45 | DEBUG    | _request | Remote response: status=200 | data={"value":true} | headers=HTTPHeaderDict({'Content-Length': '14', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
07:37:45 | DEBUG    | _request | Finished Request
07:37:45 | DEBUG    | execute | GET http://localhost:59681/session/d76b0f4cb67b29258259871ad22e925e/element/f.0A2238BDD80D13A7587B7FD85790B237.d.47A69EF6097261E2B70046779246F9D8.e.14/text {}
07:37:46 | DEBUG    | _make_request | http://localhost:59681 "GET /session/d76b0f4cb67b29258259871ad22e925e/element/f.0A2238BDD80D13A7587B7FD85790B237.d.47A69EF6097261E2B70046779246F9D8.e.14/text HTTP/1.1" 200 0
07:37:46 | DEBUG    | _request | Remote response: status=200 | data={"value":"You logged into a secure area!\n×"} | headers=HTTPHeaderDict({'Content-Length': '46', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
07:37:46 | DEBUG    | _request | Finished Request
07:37:46 | DEBUG    | execute | POST http://localhost:59681/session/d76b0f4cb67b29258259871ad22e925e/element {'using': 'css selector', 'value': '[id="flash"]'}
07:37:46 | DEBUG    | _make_request | http://localhost:59681 "POST /session/d76b0f4cb67b29258259871ad22e925e/element HTTP/1.1" 200 0
07:37:46 | DEBUG    | _request | Remote response: status=200 | data={"value":{"element-6066-11e4-a52e-4f735466cecf":"f.0A2238BDD80D13A7587B7FD85790B237.d.47A69EF6097261E2B70046779246F9D8.e.14"}} | headers=HTTPHeaderDict({'Content-Length': '126', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
07:37:46 | DEBUG    | _request | Finished Request
07:37:46 | DEBUG    | execute | POST http://localhost:59681/session/d76b0f4cb67b29258259871ad22e925e/execute/sync {'script': '/* isDisplayed */return (function(){return (function(){/*\n\n Copyright The Closure Library Authors.\n ...', 'args': [{'element-6066-11e4-a52e-4f735466cecf': 'f.0A2238BDD80D13A7587B7FD85790B237.d.47A69EF6097261E2B70046779246F9D8.e.14'}]}
07:37:46 | DEBUG    | _make_request | http://localhost:59681 "POST /session/d76b0f4cb67b29258259871ad22e925e/execute/sync HTTP/1.1" 200 0
07:37:46 | DEBUG    | _request | Remote response: status=200 | data={"value":true} | headers=HTTPHeaderDict({'Content-Length': '14', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
07:37:46 | DEBUG    | _request | Finished Request
07:37:46 | DEBUG    | execute | GET http://localhost:59681/session/d76b0f4cb67b29258259871ad22e925e/element/f.0A2238BDD80D13A7587B7FD85790B237.d.47A69EF6097261E2B70046779246F9D8.e.14/text {}
07:37:46 | DEBUG    | _make_request | http://localhost:59681 "GET /session/d76b0f4cb67b29258259871ad22e925e/element/f.0A2238BDD80D13A7587B7FD85790B237.d.47A69EF6097261E2B70046779246F9D8.e.14/text HTTP/1.1" 200 0
07:37:46 | DEBUG    | _request | Remote response: status=200 | data={"value":"You logged into a secure area!\n×"} | headers=HTTPHeaderDict({'Content-Length': '46', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
07:37:46 | DEBUG    | _request | Finished Request
07:37:46 | DEBUG    | execute | DELETE http://localhost:59681/session/d76b0f4cb67b29258259871ad22e925e {}
07:37:46 | DEBUG    | _make_request | http://localhost:59681 "DELETE /session/d76b0f4cb67b29258259871ad22e925e HTTP/1.1" 200 0
07:37:46 | DEBUG    | _request | Remote response: status=200 | data={"value":null} | headers=HTTPHeaderDict({'Content-Length': '14', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
07:37:46 | DEBUG    | _request | Finished Request
